Start Time,Stop Time,Start Station ID,Start Station Name,End Station ID,End Station Name,Bike ID,User Type,Birth Year,Age,Age Groups,Trip Duration,Trip_Duration_in_min,Month,Season,Temperature,Weekday
2017-01-03 07:12:00,2017-01-03 07:15:00,3270,Jersey & 6th St,3186,Grove St PATH,24600,Subscriber,1984,37,35-44,191,3,1,Winter,11,Tuesday
2017-01-03 07:13:00,2017-01-03 07:18:00,3205,JC Medical Center,3186,Grove St PATH,26177,Subscriber,1989,32,25-34,286,5,1,Winter,11,Tuesday
2017-01-03 07:20:00,2017-01-03 07:29:00,3213,Van Vorst Park,3183,Exchange Place,24486,Subscriber,1959,62,55-64,526,9,1,Winter,11,Tuesday
2017-01-03 07:23:00,2017-01-03 07:32:00,3195,Sip Ave,3280,Astor Place,26220,Subscriber,1964,57,55-64,536,9,1,Winter,11,Tuesday
2017-01-03 07:26:00,2017-01-03 07:30:00,3203,Hamilton Park,3186,Grove St PATH,24551,Subscriber,1977,44,35-44,230,4,1,Winter,11,Tuesday
2017-01-03 07:29:00,2017-01-03 07:39:00,3207,Oakland Ave,3186,Grove St PATH,26272,Subscriber,1974,47,45-54,615,10,1,Winter,11,Tuesday
2017-01-03 07:29:00,2017-01-03 07:37:00,3186,Grove St PATH,3202,Newport PATH,24464,Subscriber,1990,31,25-34,434,7,1,Winter,11,Tuesday
2017-01-03 07:37:00,2017-01-03 07:40:00,3270,Jersey & 6th St,3186,Grove St PATH,24663,Subscriber,1960,61,55-64,198,3,1,Winter,11,Tuesday
2017-01-03 07:38:00,2017-01-03 07:40:00,3279,Dixon Mills,3186,Grove St PATH,24446,Subscriber,1982,39,35-44,122,2,1,Winter,11,Tuesday
2017-01-03 07:38:00,2017-01-03 07:40:00,3279,Dixon Mills,3186,Grove St PATH,24446,Subscriber,1982,39,35-44,122,2,1,Winter,11,Tuesday
2017-01-03 07:39:00,2017-01-03 07:46:00,3207,Oakland Ave,3195,Sip Ave,24443,Subscriber,1992,29,25-34,412,7,1,Winter,11,Tuesday
2017-01-03 07:53:00,2017-01-03 07:58:00,3276,Marin Light Rail,3183,Exchange Place,24492,Subscriber,1963,58,55-64,313,5,1,Winter,11,Tuesday
